Diagnosis Code,Procedure Code
K50.112,45382
K50.113,45382
K50.114,45382
K50.111,45384
K50.112,45384
K50.113,45384
K50.114,45384
K50.111,45385
K50.112,45385
K50.113,45385
K50.114,45385
K50.111,45386
K50.112,45386
K50.113,45386
K50.114,45386
K50.111,45388
K50.112,45388
K50.113,45388
K50.114,45388
K50.111,45389
K50.112,45389
K50.113,45389
K50.114,45389
K50.111,45391
K50.112,45391
K50.113,45391
K50.114,45391
K50.111,45392
K50.112,45392
K50.113,45392
K50.114,45392
K50.111,45399
K50.112,45399
K50.113,45399
K50.114,45399
K50.811,44388
K50.812,44388
K50.813,44388
K50.814,44388
K50.811,44389
K50.812,44389
K50.813,44389
K50.814,44389
K50.811,44390
K50.812,44390
K50.813,44390
K50.814,44390
K50.811,44391
K50.812,44391
K50.813,44391
K50.814,44391
K50.811,44392
K50.812,44392
K50.813,44392
K50.814,44392
K50.811,44394
K50.812,44394
K50.813,44394
K50.814,44394
K50.811,44401
K50.812,44401
K50.813,44401
K50.814,44401
K50.811,44402
K50.812,44402
K50.813,44402
K50.814,44402
K50.811,45300
K50.812,45300
K50.813,45300
K50.814,45300
K50.811,45303
K50.812,45303
K50.813,45303
K50.814,45303
K50.811,45305
K50.812,45305
K50.813,45305
K50.814,45305
K50.811,45307
K50.812,45307
K50.813,45307
K50.814,45307
K50.811,45308
K50.812,45308
K50.813,45308
K50.814,45308
K50.811,45309
K50.812,45309
K50.813,45309
K50.814,45309
K50.811,45315
K50.812,45315
K50.813,45315
K50.814,45315
K50.811,45317
K50.812,45317
K50.813,45317
K50.814,45317
K50.811,45320
K50.812,45320
K50.813,45320
K50.814,45320
K50.811,45321
K50.812,45321
K50.813,45321
K50.814,45321
K50.811,45327
K50.812,45327
K50.813,45327
K50.814,45327
K50.811,45330
K50.812,45330
K50.813,45330
K50.814,45330
K50.811,45331
K50.812,45331
K50.813,45331
K50.814,45331
K50.811,45332
K50.812,45332
K50.813,45332
K50.814,45332
K50.811,45333
K50.812,45333
K50.813,45333
K50.814,45333
K50.811,45334
K50.812,45334
K50.813,45334
K50.814,45334
K50.811,45335
K50.812,45335
K50.813,45335
K50.814,45335
K50.811,45337
K50.812,45337
K50.813,45337
K50.814,45337
K50.811,45338
K50.812,45338
K50.813,45338
K50.814,45338
K50.811,45340
K50.812,45340
K50.813,45340
K50.814,45340
K50.811,45341
K50.812,45341
K50.813,45341
K50.814,45341
K50.811,45342
K50.812,45342
K50.813,45342
K50.814,45342
K50.811,45346
K50.812,45346
K50.813,45346
K50.814,45346
K50.811,45347
K50.812,45347
K50.813,45347
K50.814,45347
K50.811,45378
K50.812,45378
K50.813,45378
K50.814,45378
K50.811,45379
K50.812,45379
K50.813,45379
K50.814,45379
K50.811,45380
K50.812,45380
K50.813,45380
K50.814,45380
K50.811,45381
K50.812,45381
K50.813,45381
K50.814,45381
K50.811,45382
K50.812,45382
K50.813,45382
K50.814,45382
K50.811,45384
K50.812,45384
K50.813,45384
K50.814,45384
K50.811,45385
K50.812,45385
K50.813,45385
K50.814,45385
K50.811,45386
K50.812,45386
K50.813,45386
K50.814,45386
K50.811,45388
K50.812,45388
K50.813,45388
K50.814,45388
K50.811,45389
K50.812,45389
K50.813,45389
K50.814,45389
K50.811,45391
K50.812,45391
K50.813,45391
K50.814,45391
K50.811,45392
K50.812,45392
K50.813,45392
K50.814,45392
K50.811,45399
K50.812,45399
K50.813,45399
K50.814,45399
K50.911,44388
K50.912,44388
K50.913,44388
K50.914,44388
K50.911,44389
K50.912,44389
K50.913,44389
K50.914,44389
K50.911,44390
K50.912,44390
K50.913,44390
K50.914,44390
K50.911,44391
K50.912,44391
K50.913,44391
K50.914,44391
K50.911,44392
K50.912,44392
K50.913,44392
K50.914,44392
K50.911,44394
K50.912,44394
K50.913,44394
K50.914,44394
K50.911,44401
K50.912,44401
K50.913,44401
K50.914,44401
K50.911,44402
K50.912,44402
K50.913,44402
K50.914,44402
K50.911,45300
K50.912,45300
K50.913,45300
K50.914,45300
K50.911,45303
K50.912,45303
K50.913,45303
K50.914,45303
K50.911,45305
K50.912,45305
K50.913,45305
K50.914,45305
K50.911,45307
K50.912,45307
K50.913,45307
K50.914,45307
K50.911,45308
K50.912,45308
K50.913,45308
K50.914,45308
K50.911,45309
K50.912,45309
K50.913,45309
K50.914,45309
K50.911,45315
K50.912,45315
K50.913,45315
K50.914,45315
K50.911,45317
K50.912,45317
K50.913,45317
K50.914,45317
K50.911,45320
K50.912,45320
K50.913,45320
K50.914,45320
K50.911,45321
K50.912,45321
K50.913,45321
K50.914,45321
K50.911,45327
K50.912,45327
K50.913,45327
K50.914,45327
K50.911,45330
K50.912,45330
K50.913,45330
K50.914,45330
K50.911,45331
K50.912,45331
K50.913,45331
K50.914,45331
K50.911,45332
K50.912,45332
K50.913,45332
K50.914,45332
K50.911,45333
K50.912,45333
K50.913,45333
K50.914,45333
K50.911,45334
K50.912,45334
K50.913,45334
K50.914,45334
K50.911,45335
K50.912,45335
K50.913,45335
K50.914,45335
K50.911,45337
K50.912,45337
K50.913,45337
K50.914,45337
K50.911,45338
K50.912,45338
K50.913,45338
K50.914,45338
K50.911,45340
K50.912,45340
K50.913,45340
K50.914,45340
K50.911,45341
K50.912,45341
K50.913,45341
K50.914,45341
K50.911,45342
K50.912,45342
K50.913,45342
K50.914,45342
K50.911,45346
K50.912,45346
K50.913,45346
K50.914,45346
K50.911,45347
K50.912,45347
K50.913,45347
K50.914,45347
K50.911,45378
K50.912,45378
K50.913,45378
K50.914,45378
K50.911,45379
K50.912,45379
K50.913,45379
K50.914,45379
K50.911,45380
K50.912,45380
K50.913,45380
K50.914,45380
K50.911,45381
K50.912,45381
K50.913,45381
K50.914,45381
K50.911,45382
K50.912,45382
K50.913,45382
K50.914,45382
K50.911,45384
K50.912,45384
K50.913,45384
K50.914,45384
K50.911,45385
K50.912,45385
K50.913,45385
K50.914,45385
K50.911,45386
K50.912,45386
K50.913,45386
K50.914,45386
K50.911,45388
K50.912,45388
K50.913,45388
K50.914,45388
K50.911,45389
K50.912,45389
K50.913,45389
K50.914,45389
K50.911,45391
K50.912,45391
K50.913,45391
K50.914,45391
K50.911,45392
K50.912,45392
K50.913,45392
K50.914,45392
K50.911,45399
K50.912,45399
K50.913,45399
K50.914,45399
K51.11,44388
K51.12,44388
K51.13,44388
K51.14,44388
K51.11,44389
K51.12,44389
K51.13,44389
K51.14,44389
K51.11,44390
K51.12,44390
K51.13,44390
K51.14,44390
K51.11,44391
K51.12,44391
K51.13,44391
K51.14,44391
K51.11,44392
K51.12,44392
K51.13,44392
K51.14,44392
K51.11,44394
K51.12,44394
K51.13,44394
K51.14,44394
K51.11,44401
K51.12,44401
K51.13,44401
K51.14,44401
K51.11,44402
K51.12,44402
K51.13,44402
K51.14,44402
K51.11,45300
K51.12,45300
K51.13,45300
K51.14,45300
K51.11,45303
K51.12,45303
K51.13,45303
K51.14,45303
K51.11,45305
K51.12,45305
K51.13,45305
K51.14,45305
K51.11,45307
K51.12,45307
K51.13,45307
K51.14,45307
K51.11,45308
K51.12,45308
K51.13,45308
K51.14,45308
K51.11,45309
K51.12,45309
K51.13,45309
K51.14,45309
K51.11,45315
K51.12,45315
K51.13,45315
K51.14,45315
K51.11,45317
K51.12,45317
K51.13,45317
K51.14,45317
K51.11,45320
K51.12,45320
K51.13,45320
K51.14,45320
K51.11,45321
K51.12,45321
K51.13,45321
K51.14,45321
K51.11,45327
K51.12,45327
K51.13,45327
K51.14,45327
K51.11,45330
K51.12,45330
K51.13,45330
K51.14,45330
K51.11,45331
K51.12,45331
K51.13,45331
K51.14,45331
K51.11,45332
K51.12,45332
K51.13,45332
K51.14,45332
K51.11,45333
K51.12,45333
K51.13,45333
K51.14,45333
K51.11,45334
K51.12,45334
K51.13,45334
K51.14,45334
K51.11,45335
K51.12,45335
K51.13,45335
K51.14,45335
K51.11,45337
K51.12,45337
K51.13,45337
K51.14,45337
K51.11,45338
K51.12,45338
K51.13,45338
K51.14,45338
K51.11,45340
K51.12,45340
K51.13,45340
K51.14,45340
K51.11,45341
K51.12,45341
K51.13,45341
K51.14,45341
K51.11,45342
K51.12,45342
K51.13,45342
K51.14,45342
K51.11,45346
K51.12,45346
K51.13,45346
K51.14,45346
K51.11,45347
K51.12,45347
K51.13,45347
K51.14,45347
K51.11,45378
K51.12,45378
K51.13,45378
K51.14,45378
K51.11,45379
K51.12,45379
K51.13,45379
K51.14,45379
K51.11,45380
K51.12,45380
K51.13,45380
K51.14,45380
K51.11,45381
K51.12,45381
K51.13,45381
K51.14,45381
K51.11,45382
K51.12,45382
K51.13,45382
K51.14,45382
K51.11,45384
K51.12,45384
K51.13,45384
K51.14,45384
K51.11,45385
K51.12,45385
K51.13,45385
K51.14,45385
K51.11,45386
K51.12,45386
K51.13,45386
K51.14,45386
K51.11,45388
K51.12,45388
K51.13,45388
K51.14,45388
K51.11,45389
K51.12,45389
K51.13,45389
K51.14,45389
K51.11,45391
K51.12,45391
K51.13,45391
K51.14,45391
K51.11,45392
K51.12,45392
K51.13,45392
K51.14,45392
K51.11,45399
K51.12,45399
K51.13,45399
K51.14,45399
K51.211,44388
K51.212,44388
K51.213,44388
K51.214,44388
K51.211,44389
K51.212,44389
K51.213,44389
K51.214,44389
K51.211,44390
K51.212,44390
K51.213,44390
K51.214,44390
K51.211,44391
K51.212,44391
K51.213,44391
K51.214,44391
K51.211,44392
K51.212,44392
K51.213,44392
K51.214,44392
K51.211,44394
K51.212,44394
K51.213,44394
K51.214,44394
K51.211,44401
K51.212,44401
K51.213,44401
K51.214,44401
K51.211,44402
K51.212,44402
K51.213,44402
K51.214,44402
K51.211,45300
K51.212,45300
K51.213,45300
K51.214,45300
K51.211,45303
K51.212,45303
K51.213,45303
K51.214,45303
K51.211,45305
K51.212,45305
K51.213,45305
K51.214,45305
K51.211,45307
K51.212,45307
K51.213,45307
K51.214,45307
K51.211,45308
K51.212,45308
K51.213,45308
K51.214,45308
K51.211,45309
K51.212,45309
K51.213,45309
K51.214,45309
K51.211,45315
K51.212,45315
K51.213,45315
K51.214,45315
K51.211,45317
K51.212,45317
K51.213,45317
K51.214,45317
K51.211,45320
K51.212,45320
K51.213,45320
K51.214,45320
K51.211,45321
K51.212,45321
K51.213,45321
K51.214,45321
K51.211,45327
K51.212,45327
K51.213,45327
K51.214,45327
K51.211,45330
K51.212,45330
K51.213,45330
K51.214,45330
K51.211,45331
K51.212,45331
K51.213,45331
K51.214,45331
K51.211,45332
K51.212,45332
K51.213,45332
K51.214,45332
K51.211,45333
K51.212,45333
K51.213,45333
K51.214,45333
K51.211,45334
K51.212,45334
K51.213,45334
K51.214,45334
K51.211,45335
K51.212,45335
K51.213,45335
K51.214,45335
K51.211,45337
K51.212,45337
K51.213,45337
K51.214,45337
K51.211,45338
K51.212,45338
K51.213,45338
K51.214,45338
K51.211,45340
K51.212,45340
K51.213,45340
K51.214,45340
K51.211,45341
K51.212,45341
K51.213,45341
K51.214,45341
K51.211,45342
K51.212,45342
K51.213,45342
K51.214,45342
K51.211,45346
K51.212,45346
K51.213,45346
K51.214,45346
K51.211,45347
K51.212,45347
K51.213,45347
K51.214,45347
K51.211,45378
K51.212,45378
K51.213,45378
K51.214,45378
K51.211,45379
K51.212,45379
K51.213,45379
K51.214,45379
K51.211,45380
K51.212,45380
K51.213,45380
K51.214,45380
K51.211,45381
K51.212,45381
K51.213,45381
K51.214,45381
K51.211,45382
K51.212,45382
K51.213,45382
K51.214,45382
K51.211,45384
K51.212,45384
K51.213,45384
K51.214,45384
K51.211,45385
K51.212,45385
K51.213,45385
K51.214,45385
K51.211,45386
K51.212,45386
K51.213,45386
K51.214,45386
K51.211,45388
K51.212,45388
K51.213,45388
K51.214,45388
K51.211,45389
K51.212,45389
K51.213,45389
K51.214,45389
K51.211,45391
K51.212,45391
K51.213,45391
K51.214,45391
K51.211,45392
K51.212,45392
K51.213,45392
K51.214,45392
K51.211,45399
K51.212,45399
K51.213,45399
K51.214,45399
K51.311,44388
K51.312,44388
K51.313,44388
K51.314,44388
K51.311,44389
K51.312,44389
K51.313,44389
K51.314,44389
K51.311,44390
K51.312,44390
K51.313,44390
K51.314,44390
K51.311,44391
K51.312,44391
K51.313,44391
K51.314,44391
K51.311,44392
K51.312,44392
K51.313,44392
K51.314,44392
K51.311,44394
K51.312,44394
K51.313,44394
K51.314,44394
K51.311,44401
K51.312,44401
K51.313,44401
K51.314,44401
K51.311,44402
K51.312,44402
K51.313,44402
K51.314,44402
K51.311,45300
K51.312,45300
K51.313,45300
K51.314,45300
K51.311,45303
K51.312,45303
K51.313,45303
K51.314,45303
K51.311,45305
K51.312,45305
K51.313,45305
K51.314,45305
K51.311,45307
K51.312,45307
K51.313,45307
K51.314,45307
K51.311,45308
K51.312,45308
K51.313,45308
K51.314,45308
K51.311,45309
K51.312,45309
K51.313,45309
K51.314,45309
K51.311,45315
K51.312,45315
K51.313,45315
K51.314,45315
K51.311,45317
K51.312,45317
K51.313,45317
K51.314,45317
K51.311,45320
K51.312,45320
K51.313,45320
K51.314,45320
K51.311,45321
K51.312,45321
K51.313,45321
K51.314,45321
K51.311,45327
K51.312,45327
K51.313,45327
K51.314,45327
K51.311,45330
K51.312,45330
K51.313,45330
K51.314,45330
K51.311,45331
K51.312,45331
K51.313,45331
K51.314,45331
K51.311,45332
K51.312,45332
K51.313,45332
K51.314,45332
K51.311,45333
K51.312,45333
K51.313,45333
K51.314,45333
K51.311,45334
K51.312,45334
K51.313,45334
K51.314,45334
K51.311,45335
K51.312,45335
K51.313,45335
K51.314,45335
K51.311,45337
K51.312,45337
K51.313,45337
K51.314,45337
K51.311,45338
K51.312,45338
K51.313,45338
K51.314,45338
K51.311,45340
K51.312,45340
K51.313,45340
K51.314,45340
K51.311,45341
K51.312,45341
K51.313,45341
K51.314,45341
K51.311,45342
K51.312,45342
K51.313,45342
K51.314,45342
K51.311,45346
K51.312,45346
K51.313,45346
K51.314,45346
K51.311,45347
K51.312,45347
K51.313,45347
K51.314,45347
K51.311,45378
K51.312,45378
K51.313,45378
K51.314,45378
K51.311,45379
K51.312,45379
K51.313,45379
K51.314,45379
K51.311,45380
K51.312,45380
K51.313,45380
K51.314,45380
K51.311,45381
K51.312,45381
K51.313,45381
K51.314,45381
K51.311,45382
K51.312,45382
K51.313,45382
K51.314,45382
K51.311,45384
K51.312,45384
K51.313,45384
K51.314,45384
K51.311,45385
K51.312,45385
K51.313,45385
K51.314,45385
K51.311,45386
K51.312,45386
K51.313,45386
K51.314,45386
K51.311,45388
K51.312,45388
K51.313,45388
K51.314,45388
K51.311,45389
K51.312,45389
K51.313,45389
K51.314,45389
K51.311,45391
K51.312,45391
K51.313,45391
K51.314,45391
K51.311,45392
K51.312,45392
K51.313,45392
K51.314,45392
K51.311,45399
K51.312,45399
K51.313,45399
K51.314,45399
K51.411,44388
K51.412,44388
K51.413,44388
K51.414,44388
K51.411,44389
K51.412,44389
K51.413,44389
K51.414,44389
K51.411,44390
K51.412,44390
K51.413,44390
K51.414,44390
K51.411,44391
K51.412,44391
K51.413,44391
K51.414,44391
K51.411,44392
K51.412,44392
K51.413,44392
K51.414,44392
K51.411,44394
K51.412,44394
K51.413,44394
K51.414,44394
K51.411,44401
K51.412,44401
K51.413,44401
K51.414,44401
K51.411,44402
K51.412,44402
K51.413,44402
K51.414,44402
K51.411,45300
K51.412,45300
K51.413,45300
K51.414,45300
K51.411,45303
K51.412,45303
K51.413,45303
K51.414,45303
K51.411,45305
K51.412,45305
K51.413,45305
K51.414,45305
K51.411,45307
K51.412,45307
K51.413,45307
K51.414,45307
K51.411,45308
K51.412,45308
K51.413,45308
K51.414,45308
K51.411,45309
K51.412,45309
K51.413,45309
K51.414,45309
K51.411,45315
K51.412,45315
K51.413,45315
K51.414,45315
K51.411,45317
K51.412,45317
K51.413,45317
K51.414,45317
K51.411,45320
K51.412,45320
K51.413,45320
K51.414,45320
K51.411,45321
K51.412,45321
K51.413,45321
K51.414,45321
K51.411,45327
K51.412,45327
K51.413,45327
K51.414,45327
K51.411,45330
K51.412,45330
K51.413,45330
K51.414,45330
K51.411,45331
K51.412,45331
K51.413,45331
K51.414,45331
K51.411,45332
K51.412,45332
K51.413,45332
K51.414,45332
K51.411,45333
K51.412,45333
K51.413,45333
K51.414,45333
K51.411,45334
K51.412,45334
K51.413,45334
K51.414,45334
K51.411,45335
K51.412,45335
K51.413,45335
K51.414,45335
K51.411,45337
K51.412,45337
K51.413,45337
K51.414,45337
K51.411,45338
K51.412,45338
K51.413,45338
K51.414,45338
K51.411,45340
K51.412,45340
K51.413,45340
K51.414,45340
K51.411,45341
K51.412,45341
K51.413,45341
K51.414,45341
K51.411,45342
K51.412,45342
K51.413,45342
K51.414,45342
K51.411,45346
K51.412,45346
K51.413,45346
K51.414,45346
K51.411,45347
K51.412,45347
K51.413,45347
K51.414,45347
K51.411,45378
K51.412,45378
K51.413,45378
K51.414,45378
K51.411,45379
K51.412,45379
K51.413,45379
K51.414,45379
K51.411,45380
K51.412,45380
K51.413,45380
K51.414,45380
K51.411,45381
K51.412,45381
K51.413,45381
K51.414,45381
K51.411,45382
K51.412,45382
K51.413,45382
K51.414,45382
K51.411,45384
K51.412,45384
K51.413,45384
K51.414,45384
K51.411,45385
K51.412,45385
K51.413,45385
K51.414,45385
K51.411,45386
K51.412,45386
K51.413,45386
K51.414,45386
K51.411,45388
K51.412,45388
K51.413,45388
K51.414,45388
K51.411,45389
K51.412,45389
K51.413,45389
K51.414,45389
K51.411,45391
K51.412,45391
K51.413,45391
K51.414,45391
K51.411,45392
K51.412,45392
K51.413,45392
K51.414,45392
K51.411,45399
K51.412,45399
K51.413,45399
K51.414,45399
K51.511,44388
K51.512,44388
K51.513,44388
K51.514,44388
K51.511,44389
K51.512,44389
K51.513,44389
K51.514,44389
K51.511,44390
K51.512,44390
K51.513,44390
K51.514,44390
K51.511,44391
K51.512,44391
K51.513,44391
K51.514,44391
K51.511,44392
K51.512,44392
K51.513,44392
K51.514,44392
K51.511,44394
K51.512,44394
K51.513,44394
K51.514,44394
K51.511,44401
K51.512,44401
K51.513,44401
K51.514,44401
K51.511,44402
K51.512,44402
K51.513,44402
K51.514,44402
K51.511,45300
K51.512,45300
K51.513,45300
K51.514,45300
K51.511,45303
K51.512,45303
K51.513,45303
K51.514,45303
K51.511,45305
K51.512,45305
K51.513,45305
K51.514,45305
K51.511,45307
K51.512,45307
K51.513,45307
K51.514,45307
K51.511,45308
K51.512,45308
K51.513,45308
K51.514,45308
K51.511,45309
K51.512,45309
K51.513,45309
K51.514,45309
K51.511,45315
K51.512,45315
K51.513,45315
K51.514,45315
K51.511,45317
K51.512,45317
K51.513,45317
K51.514,45317
K51.511,45320
K51.512,45320
K51.513,45320
K51.514,45320
K51.511,45321
K51.512,45321
K51.513,45321
K51.514,45321
K51.511,45327
K51.512,45327
K51.513,45327
K51.514,45327
K51.511,45330
K51.512,45330
K51.513,45330
K51.514,45330
K51.511,45331
K51.512,45331
K51.513,45331
K51.514,45331
K51.511,45332
K51.512,45332
K51.513,45332
K51.514,45332
K51.511,45333
K51.512,45333
K51.513,45333
K51.514,45333
K51.511,45334
K51.512,45334
K51.513,45334
K51.514,45334
K51.511,45335
K51.512,45335
K51.513,45335
K51.514,45335
K51.511,45337
K51.512,45337
K51.513,45337
K51.514,45337
K51.511,45338
K51.512,45338
K51.513,45338
K51.514,45338
K51.511,45340
K51.512,45340
K51.513,45340
K51.514,45340
K51.511,45341
K51.512,45341
K51.513,45341
K51.514,45341
K51.511,45342
K51.512,45342
K51.513,45342
K51.514,45342
K51.511,45346
K51.512,45346
K51.513,45346
K51.514,45346
K51.511,45347
K51.512,45347
K51.513,45347
K51.514,45347
K51.511,45378
K51.512,45378
K51.513,45378
K51.514,45378
K51.511,45379
K51.512,45379
K51.513,45379
K51.514,45379
K51.511,45380
K51.512,45380
K51.513,45380
K51.514,45380
K51.511,45381
K51.512,45381
K51.513,45381
K51.514,45381
K51.511,45382
K51.512,45382
K51.513,45382
K51.514,45382
K51.511,45384
K51.512,45384
K51.513,45384
K51.514,45384
K51.511,45385
K51.512,45385
K51.513,45385
K51.514,45385
K51.511,45386
K51.512,45386
K51.513,45386
K51.514,45386
K51.511,45388
K51.512,45388
K51.513,45388
K51.514,45388
K51.511,45389
K51.512,45389
K51.513,45389
K51.514,45389
K51.511,45391
K51.512,45391
K51.513,45391
K51.514,45391
K51.511,45392
K51.512,45392
K51.513,45392
K51.514,45392
K51.511,45399
K51.512,45399
K51.513,45399
K51.514,45399
K51.811,44388
K51.812,44388
K51.813,44388
K51.814,44388
K51.811,44389
K51.812,44389
K51.813,44389
K51.814,44389
K51.811,44390
K51.812,44390
K51.813,44390
K51.814,44390
K51.811,44391
K51.812,44391
K51.813,44391
K51.814,44391
K51.811,44392
K51.812,44392
K51.813,44392
K51.814,44392
K51.811,44394
K51.812,44394
K51.813,44394
K51.814,44394
K51.811,44401
K51.812,44401
K51.813,44401
K51.814,44401
K51.811,44402
K51.812,44402
