Place Of Service,Service Type,Plan,Group Size,In Network,Is Covered,Date Of Service Min,Date Of Service Max,Covered in Full,Copay,Coinsurance
Outpatient,electroencephalogram,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,electroencephalogram,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,electroencephalogram,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,er,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,er,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,er,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,er,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,er,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,er,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,facilityBasedPractitionerServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Office,facilityBasedPractitionerServices,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,facilityBasedPractitionerServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,facilityBasedPractitionerServices,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,facilityBasedPractitionerServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,familyPlanning,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,familyPlanning,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,familyPlanning,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,familyPlanning,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,familyPlanning,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,familyPlanning,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,footCareSurgicalServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,footCareSurgicalServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,footCareSurgicalServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,footCareSurgicalServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,footCareSurgicalServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,footCareSurgicalServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingAmbSurg,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,freestandingAmbSurg,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,freestandingAmbSurg,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingAmbSurg,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,freestandingAmbSurg,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingAmbSurg,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingLab,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingLab,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,freestandingLab,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingLab,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingRadiology,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingRadiology,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingRadiology,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingRadiology,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,freestandingRadiology,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingRadiology,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,gardasilImmunizations,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,gardasilImmunizations,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,gardasilImmunizations,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,gardasilImmunizations,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,gardasilImmunizations,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,gardasilImmunizations,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,geneticCounseling,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,geneticCounseling,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,geneticCounseling,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,geneticCounseling,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,geneticCounseling,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,geneticCounseling,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,gymReimbursement,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,gymReimbursement,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,gymReimbursement,PL123,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,gymReimbursement,PL123,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,gymReimbursement,PL123,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,gymReimbursement,PL123,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,healthEducation,PL123,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,healthEducation,PL123,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,healthEducation,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,healthEducation,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,healthEducation,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,healthEducation,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hearingAidRepair,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hearingAidRepair,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hearingAidRepair,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,hearingAidRepair,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,hearingAidRepair,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,hearingAidRepair,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hearingAids,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hearingAids,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hearingAids,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,hearingAids,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,hearingAids,PL123,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,hearingAids,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,hearingExam,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Office,hearingExam,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,hearingExam,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,hearingExam,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,hearingExam,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,hearingExam,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeDialysis,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeDialysis,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeDialysis,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,homeDialysis,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,homeDialysis,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,homeDialysis,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeHealthCare,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeHealthCare,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeHealthCare,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,homeHealthCare,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,homeHealthCare,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,homeHealthCare,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeInfusionTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeInfusionTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeInfusionTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,homeInfusionTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,homeInfusionTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,homeInfusionTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hospice,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hospice,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hospice,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,hospice,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,hospice,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,hospice,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hyberbaricOxygenTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hyberbaricOxygenTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hyberbaricOxygenTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,hyberbaricOxygenTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,hyberbaricOxygenTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,hyberbaricOxygenTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,infertilityServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,infertilityServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,infertilityServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,infertilityServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,infertilityServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,infertilityServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,inhalationTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,inhalationTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,inhalationTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,inhalationTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,inhalationTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,inhalationTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,inpatientMaternity,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,inpatientMaternity,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,inpatientMaternity,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,inpatientMaternity,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,inpatientMaternity,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,inpatientMaternity,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipChemicalRehab,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipChemicalRehab,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipChemicalRehab,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,ipChemicalRehab,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipChemicalRehab,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipChemicalRehab,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipDetox,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipDetox,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipDetox,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,ipDetox,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipDetox,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipDetox,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipHospital,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipHospital,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipHospital,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,ipHospital,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipHospital,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipHospital,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipMentalHealth,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipMentalHealth,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipMentalHealth,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,ipMentalHealth,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipMentalHealth,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipMentalHealth,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipRehab,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipRehab,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipRehab,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,ipRehab,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipRehab,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipRehab,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipSnf,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipSnf,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipSnf,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,ipSnf,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipSnf,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipSnf,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,laboratoryServices,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,laboratoryServices,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,laboratoryServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,laboratoryServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,laboratoryServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,laboratoryServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,leadScreening,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,leadScreening,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,leadScreening,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,leadScreening,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,leadScreening,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,leadScreening,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,maternityBirthCenters,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,maternityBirthCenters,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,maternityBirthCenters,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,maternityBirthCenters,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,maternityBirthCenters,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,maternityBirthCenters,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,medicalAbortion,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,medicalAbortion,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,medicalAbortion,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,medicalAbortion,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,medicalAbortion,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,medicalAbortion,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,medicalSupplies,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,medicalSupplies,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,medicalSupplies,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,medicalSupplies,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,medicalSupplies,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,medicalSupplies,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,mhSaLabScreening,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,mhSaLabScreening,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,mhSaLabScreening,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,mhSaLabScreening,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,mhSaLabScreening,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,mhSaLabScreening,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,mriMra,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,mriMra,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,mriMra,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,mriMra,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,mriMra,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,mriMra,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,neuropsychologicalTesting,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,neuropsychologicalTesting,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,neuropsychologicalTesting,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,neuropsychologicalTesting,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,neuropsychologicalTesting,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,neuropsychologicalTesting,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,newbornNursery,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,newbornNursery,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,newbornNursery,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,newbornNursery,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,newbornNursery,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,newbornNursery,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nonRoutineGynExam,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,nonRoutineGynExam,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,nonRoutineGynExam,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,nonRoutineGynExam,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,nonRoutineGynExam,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,nonRoutineGynExam,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nonRoutineMammogram,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,nonRoutineMammogram,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,nonRoutineMammogram,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,nonRoutineMammogram,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,nonRoutineMammogram,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,nonRoutineMammogram,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nonRoutinePapSmear,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,nonRoutinePapSmear,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,nonRoutinePapSmear,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,nonRoutinePapSmear,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,nonRoutinePapSmear,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,nonRoutinePapSmear,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nuclearMedicine,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,nuclearMedicine,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,nuclearMedicine,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,nuclearMedicine,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,nuclearMedicine,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,nuclearMedicine,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,nutritionalCounseling,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nutritionalCounseling,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,nutritionalCounseling,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,nutritionalCounseling,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,nutritionalCounseling,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,nutritionalCounseling,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,obstetricalServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,obstetricalServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,obstetricalServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,obstetricalServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,obstetricalServices,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,obstetricalServices,PL123,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,Y
Outpatient,occupationalTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,Y
Office,occupationalTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,Copay Minimal,Y
Inpatient,occupationalTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Outpatient,occupationalTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,occupationalTherapy,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,occupationalTherapy,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,opChemical,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,opChemical,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,opChemical,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opChemical,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Office,opChemical,PL123,L,Y,Y,1/1/2015,12/31/2023,N,Copay Minimal,N
Inpatient,opChemical,PL123,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opDialysisFacility,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,opDialysisFacility,PL123,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,opDialysisFacility,PL123,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
